Serial Number of system during year,Basin of origin,Name,Date,Time,lat,lon,"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",windspeed,"Pressure Drop(hPa)[or""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),
1,ARB,ARB 01_2001,21/05/2001,1200,13.5,69.0,1.5,1000, 25, 4,D, ,,
1,ARB,ARB 01_2001,21/05/2001,1800,13.5,70.0,1.5,1000, 25, 4,D, ,,
1,ARB,ARB 01_2001,21/05/2001,2100,13.5,70.0,2.0, 998, 30, 6,DD, ,,
1,ARB,ARB 01_2001,22/05/2001,0000,14.0,71.0,2.0, 998, 30, 6,DD, ,,
1,ARB,ARB 01_2001,22/05/2001,0300,14.0,71.5,2.5, 996, 40, 8,CS, ,,
1,ARB,ARB 01_2001,22/05/2001,0600,14.0,71.5,3.0, 996, 45,10,CS, ,,
1,ARB,ARB 01_2001,22/05/2001,0900,14.0,71.5,3.0, 994, 45,10,CS, ,,
1,ARB,ARB 01_2001,22/05/2001,1200,14.0,71.5,3.0, 992, 45,12,CS, ,,
1,ARB,ARB 01_2001,22/05/2001,1500,14.0,71.5,3.5, 990, 55,14,SCS, ,,
1,ARB,ARB 01_2001,22/05/2001,1800,14.0,71.5,3.5, 988, 55,16,SCS, ,,
1,ARB,ARB 01_2001,22/05/2001,2100,14.5,71.5,4.0, 982, 65,22,VSCS, ,,
1,ARB,ARB 01_2001,23/05/2001,0000,14.5,71.5,4.0, 980, 65,22,VSCS, ,,
1,ARB,ARB 01_2001,23/05/2001,0300,15.0,71.5,4.5, 974, 77,30,VSCS, ,,
1,ARB,ARB 01_2001,23/05/2001,0600,15.5,71.0,5.0, 964, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,23/05/2001,0900,16.0,71.0,5.0, 962, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,23/05/2001,1200,16.0,70.5,5.0, 960, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,23/05/2001,1500,16.0,70.5,5.0, 962, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,23/05/2001,1800,16.0,70.5,5.0, 962, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,23/05/2001,2100,16.0,70.0,5.0, 960, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,0000,16.0,69.5,5.0, 960, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,0300,16.5,69.5,5.5, 950,102,52,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,0600,17.0,69.0,5.5, 946,102,52,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,0900,17.0,68.5,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,1200,17.0,68.5,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,1500,17.0,68.5,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,1800,17.0,68.5,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,24/05/2001,2100,17.0,68.0,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,25/05/2001,0000,17.0,67.5,6.0, 932,115,66,ESCS, ,,
1,ARB,ARB 01_2001,25/05/2001,0300,17.0,68.0,5.5, 948,102,52,ESCS, ,,
1,ARB,ARB 01_2001,25/05/2001,0600,17.0,68.0,5.0, 960, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,25/05/2001,0900,17.0,68.0,5.0, 960, 90,40,ESCS, ,,
1,ARB,ARB 01_2001,25/05/2001,1200,17.2,67.5,4.5, 968, 77,30,VSCS, ,,
1,ARB,ARB 01_2001,25/05/2001,1500,17.0,68.0,4.5, 968, 77,30,VSCS, ,,
1,ARB,ARB 01_2001,25/05/2001,1800,17.0,68.0,4.5, 970, 77,30,VSCS, ,,
1,ARB,ARB 01_2001,25/05/2001,2100,17.0,67.5,4.5, 970, 77,30,VSCS, ,,
1,ARB,ARB 01_2001,26/05/2001,0000,17.5,67.5,4.0, 976, 65,20,VSCS, ,,
1,ARB,ARB 01_2001,26/05/2001,0300,17.5,67.5,3.5, 982, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,0600,17.5,67.5,3.5, 984, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,0900,17.5,67.5,3.5, 984, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,1200,17.5,67.5,3.5, 982, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,1500,17.5,67.5,3.5, 982, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,1800,17.5,67.5,3.5, 982, 55,16,SCS, ,,
1,ARB,ARB 01_2001,26/05/2001,2100,18.0,67.5,3.5, 982, 55,16,SCS, ,,
1,ARB,ARB 01_2001,27/05/2001,0000,18.0,67.5,3.5, 984, 55,16,SCS, ,,
1,ARB,ARB 01_2001,27/05/2001,0300,18.0,67.5,3.0, 986, 45,12,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,0600,18.0,67.5,3.0, 986, 45,10,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,0900,18.0,67.5,3.0, 986, 45,10,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,1200,19.0,67.5,3.0, 988, 45, 8,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,1500,19.0,68.0,2.5, 994, 35, 8,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,1800,19.0,68.0,2.5, 994, 35, 8,CS, ,,
1,ARB,ARB 01_2001,27/05/2001,2100,19.5,68.0,2.5, 994, 35, 8,CS, ,,
1,ARB,ARB 01_2001,28/05/2001,0000,19.5,68.0,2.5, 994, 35, 8,CS, ,,
1,ARB,ARB 01_2001,28/05/2001,0300,20.0,68.0,2.5, 994, 35, 8,CS, ,,
1,ARB,ARB 01_2001,28/05/2001,0600,20.0,68.0,2.5, 996, 35, 8,CS, ,,
1,ARB,ARB 01_2001,28/05/2001,0900,20.0,68.0,2.5, 996, 35, 8,CS, ,,
1,ARB,ARB 01_2001,28/05/2001,1200,21.0,68.5,2.0, 996, 30, 6,DD, ,,
1,ARB,ARB 01_2001,28/05/2001,1500,21.0,68.5,2.0, 996, 30, 6,DD, ,,
1,ARB,ARB 01_2001,28/05/2001,1800,21.5,69.0,1.5, 998, 25, 4,D, ,,
1,ARB,ARB 01_2001,28/05/2001,2100,21.5,69.0,1.5, 998, 25, 4,D, ,,
1,ARB,ARB 01_2001,29/05/2001,0000,21.5,69.0,1.5, 998, 25, 4,D, ,,
2,BOB,,12/06/2001,0300,19.5,87.0,1.5, 990, 25, 4,D, ,,
2,BOB,,12/06/2001,1200,20.0,86.5,1.5, 990, 25, 4,D, ,,
2,BOB,,13/06/2001,0300,21.0,85.5,1.5, 994, 25, 4,D, ,,
2,BOB,,13/06/2001,0900,21.0,85.0,1.5, 994, 25, 4,D, ,,
2,BOB,,13/06/2001,1200,21.5,84.5,, ,,,L, ,,
3,ARB,ARB 02_2001,24/09/2001,0900,17.0,69.5,1.5,1006, 25, 2,D, ,,
3,ARB,ARB 02_2001,24/09/2001,1200,17.0,69.5,1.5,1006, 25, 2,D, ,,
3,ARB,ARB 02_2001,24/09/2001,1800,17.0,69.0,2.0,1004, 30, 4,DD, ,,
3,ARB,ARB 02_2001,25/09/2001,0000,17.0,69.0,2.0,1004, 30, 4,DD, ,,
3,ARB,ARB 02_2001,25/09/2001,0300,17.0,68.5,2.0,1004, 30, 4,DD, ,,
3,ARB,ARB 02_2001,25/09/2001,0600,17.0,68.0,2.0,1000, 30, 4,DD, ,,
3,ARB,ARB 02_2001,25/09/2001,0900,17.0,68.0,2.0,1000, 30, 4,DD, ,,
3,ARB,ARB 02_2001,25/09/2001,1200,17.0,68.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,25/09/2001,1500,17.0,68.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,25/09/2001,1800,17.0,68.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,25/09/2001,2100,17.0,69.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,0000,17.0,68.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,0300,18.0,67.5,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,0600,17.5,67.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,0900,18.0,66.5,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,1200,18.3,66.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,1500,18.5,66.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,1800,18.5,65.5,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,26/09/2001,2100,18.5,65.5,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,27/09/2001,0000,18.5,65.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,27/09/2001,0300,18.5,64.0,2.5,1000, 35, 6,CS, ,,
3,ARB,ARB 02_2001,27/09/2001,0600,18.5,64.0,2.5,1004, 35, 6,CS, ,,
3,ARB,ARB 02_2001,27/09/2001,1200,18.5,63.5,2.0,1006, 30, 4,DD, ,,
3,ARB,ARB 02_2001,27/09/2001,1800,18.5,63.0,2.0,1006, 30, 4,DD, ,,
3,ARB,ARB 02_2001,27/09/2001,2100,18.5,62.5,1.5,1008, 25, 4,D, ,,
4,ARB,ARB 03_2001,08/10/2001,2100,18.3,71.0,1.5,1004, 25, 4,D, ,,
4,ARB,ARB 03_2001,09/10/2001,0000,18.5,70.5,1.5,1004, 25, 4,D, ,,
4,ARB,ARB 03_2001,09/10/2001,0300,18.5,70.0,2.0,1002, 30, 6,DD, ,,
4,ARB,ARB 03_2001,09/10/2001,0600,18.5,69.0,2.0,1000, 30, 6,DD, ,,
4,ARB,ARB 03_2001,09/10/2001,0900,19.0,68.5,2.5, 998, 35, 6,CS, ,,
4,ARB,ARB 03_2001,09/10/2001,1200,19.0,68.0,2.5, 998, 30, 6,CS, ,,
4,ARB,ARB 03_2001,09/10/2001,1500,19.0,68.0,2.5, 998, 35, 6,CS, ,,
4,ARB,ARB 03_2001,09/10/2001,1800,19.0,67.5,2.5, 998, 35, 6,CS, ,,
4,ARB,ARB 03_2001,09/10/2001,2100,19.0,67.5,2.5, 998, 35, 6,CS, ,,
4,ARB,ARB 03_2001,10/10/2001,0000,19.0,67.5,2.5, 998, 35, 6,CS, ,,
4,ARB,ARB 03_2001,10/10/2001,0300,19.0,67.5,2.0,1000, 30, 6,DD, ,,
4,ARB,ARB 03_2001,10/10/2001,0600,19.0,67.5,2.0,1000, 30, 6,DD, ,,
4,ARB,ARB 03_2001,10/10/2001,0900,19.0,67.5,2.0,1002, 25, 4,D, ,,
5,BOB,BOB 01_2001,14/10/2001,1200,13.5,84.0,1.5,1000, 25, 4,D, ,,
5,BOB,BOB 01_2001,14/10/2001,1800,13.5,83.0,1.5,1002, 25, 4,D, ,,
5,BOB,BOB 01_2001,15/10/2001,0000,13.5,83.0,1.5,1002, 25, 4,D, ,,
5,BOB,BOB 01_2001,15/10/2001,0300,13.5,82.5,1.5,1002, 25, 4,D, ,,
5,BOB,BOB 01_2001,15/10/2001,0600,13.5,82.0,1.5,1002, 25, 6,D, ,,
5,BOB,BOB 01_2001,15/10/2001,0900,13.5,81.5,2.0,1000, 30, 6,DD, ,,
5,BOB,BOB 01_2001,15/10/2001,1200,13.7,81.0,2.5, 998, 35, 8,CS, ,,
5,BOB,BOB 01_2001,15/10/2001,1500,14.0,80.5,2.5, 998, 35, 8,CS, ,,
5,BOB,BOB 01_2001,15/10/2001,1800,14.0,80.0,2.5, 998, 35, 8,CS, ,,
5,BOB,BOB 01_2001,15/10/2001,2100,14.0,80.0,2.5, 998, 35, 8,CS, ,,
5,BOB,BOB 01_2001,16/10/2001,0000,14.0,79.5,2.5,1000, 35, 8,CS, ,,
5,BOB,BOB 01_2001,16/10/2001,0300,14.0,79.5,,1000, 35, 8,CS, ,,
5,BOB,BOB 01_2001,16/10/2001,0600,14.0,79.5,,1000, 35, 8,CS, ,,
5,BOB,BOB 01_2001,16/10/2001,0900,14.5,79.5,,1000, 35, 8,CS, ,,
5,BOB,BOB 01_2001,16/10/2001,1200,14.5,79.5,,1002, 30, 6,DD, ,,
5,BOB,BOB 01_2001,16/10/2001,1800,15.0,79.0,,1004, 25, 4,D, ,,
1,BOB,BOB 01_2003,10/05/2003,0300, 6.0,90.5,1.5,1002, 25,,D, ,,
1,BOB,BOB 01_2003,10/05/2003,0600, 6.0,90.5,1.5,1002, 25,,D, ,,
1,BOB,BOB 01_2003,10/05/2003,0900, 7.0,90.5,1.5,1002, 25,,D, ,,
1,BOB,BOB 01_2003,10/05/2003,1200, 8.0,89.5,2.0,1002, 30, 4,DD, ,,
1,BOB,BOB 01_2003,10/05/2003,1500, 8.0,89.5,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,10/05/2003,1800, 8.5,89.0,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,10/05/2003,2100, 8.5,89.0,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,11/05/2003,0000, 9.0,88.5,2.5,1000, 35, 6,CS, ,,
1,BOB,BOB 01_2003,11/05/2003,0300, 9.5,87.5,2.5, 998, 35, 6,CS, ,,
1,BOB,BOB 01_2003,11/05/2003,0600,10.0,87.0,2.5, 998, 35, 6,CS, ,,
1,BOB,BOB 01_2003,11/05/2003,0900,10.0,87.0,3.0, 998, 45,10,CS, ,,
1,BOB,BOB 01_2003,11/05/2003,1200,10.5,86.5,3.5, 990, 55,14,SCS, ,,
1,BOB,BOB 01_2003,11/05/2003,1500,10.5,86.5,3.5, 990, 55,14,SCS, ,,
1,BOB,BOB 01_2003,11/05/2003,1800,11.0,86.0,3.5, 990, 55,14,SCS, ,,
1,BOB,BOB 01_2003,11/05/2003,2100,11.0,86.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,0000,11.0,86.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,0300,11.0,86.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,0600,11.0,86.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,0900,11.0,86.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,1200,11.5,85.5,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,1500,11.5,85.5,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,12/05/2003,1800,11.5,85.5,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,12/05/2003,2100,11.5,85.5,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,0000,11.5,85.5,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,0300,12.0,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,0600,12.5,85.0,4.5, 980, 75,28,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,0900,12.5,85.0,4.5, 980, 75,28,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,1200,12.5,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,1500,12.5,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,1800,13.0,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,13/05/2003,2100,13.0,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,14/05/2003,0000,13.5,85.0,4.0, 980, 65,22,VSCS, ,,
1,BOB,BOB 01_2003,14/05/2003,0300,14.0,85.0,4.0, 982, 65,20,VSCS, ,,
1,BOB,BOB 01_2003,14/05/2003,0600,14.0,85.0,3.5, 986, 55,16,SCS, ,,
1,BOB,BOB 01_2003,14/05/2003,0900,14.5,85.5,3.5, 986, 55,14,SCS, ,,
1,BOB,BOB 01_2003,14/05/2003,1200,14.5,85.5,3.0, 990, 45,10,CS, ,,
1,BOB,BOB 01_2003,14/05/2003,1500,14.5,85.5,2.5, 990, 35, 6,CS, ,,
1,BOB,BOB 01_2003,14/05/2003,1800,14.5,85.5,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,14/05/2003,2100,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,0000,14.5,86.0,2.5, 992, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,0300,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,0600,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,0900,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,1200,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,1500,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,1800,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,15/05/2003,2100,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,16/05/2003,0000,14.5,86.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,16/05/2003,0300,14.5,86.5,2.5, 996, 35, 6,CS, ,,
1,BOB,BOB 01_2003,16/05/2003,0600,14.5,86.5,2.5, 996, 35, 6,CS, ,,
1,BOB,BOB 01_2003,16/05/2003,0900,14.5,86.5,2.5, 996, 35, 6,CS, ,,
1,BOB,BOB 01_2003,16/05/2003,1200,14.5,87.0,2.0, 996, 30, 4,DD, ,,
1,BOB,BOB 01_2003,16/05/2003,1500,14.5,87.0,2.0, 996, 30, 4,DD, ,,
1,BOB,BOB 01_2003,16/05/2003,1800,14.5,87.0,2.0, 996, 30, 4,DD, ,,
1,BOB,BOB 01_2003,16/05/2003,2100,14.5,87.0,2.0, 996, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,0000,14.5,87.0,2.0, 996, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,0300,14.5,87.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,0600,14.5,87.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,0900,14.5,87.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,1200,14.5,88.0,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,1500,14.5,88.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,1800,14.5,89.0,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,17/05/2003,2100,14.5,89.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,0000,14.5,90.0,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,0300,14.5,90.5,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,0600,14.5,90.5,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,0900,14.5,90.5,2.0,1000, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,1200,14.5,91.0,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,1500,14.5,91.0,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,1800,15.0,91.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,18/05/2003,2100,15.5,91.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,19/05/2003,0000,16.0,92.0,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,19/05/2003,0300,16.5,92.5,2.0, 998, 30, 4,DD, ,,
1,BOB,BOB 01_2003,19/05/2003,0600,17.5,93.0,2.5, 996, 35, 6,CS, ,,
1,BOB,BOB 01_2003,19/05/2003,0900,18.0,93.0,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,19/05/2003,1200,18.5,93.5,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,19/05/2003,1500,19.0,93.5,2.5, 994, 35, 6,CS, ,,
1,BOB,BOB 01_2003,19/05/2003,1800,19.5,94.0,2.5, 994, 45, 6,CS, ,,
1,BOB,BOB 01_2003,19/05/2003,2100,20.0,94.5,, ,,,CS, ,,
2,BOB,,25/07/2003,0300,21.0,89.0,1.5, 992, 25, 2,D, ,,
2,BOB,,25/07/2003,1200,21.5,88.0,2.0, 988, 30, 4,DD, ,,
2,BOB,,26/07/2003,0300,22.0,86.0,, 990, 30, 4,DD, ,,
2,BOB,,26/07/2003,1200,22.0,84.0,, 988, 30, 4,DD, ,,
2,BOB,,27/07/2003,0300,22.5,80.0,, 992, 25, 2,D, ,,
2,BOB,,27/07/2003,1200,23.0,77.5,, 992, 25, 2,D, ,,
2,BOB,,28/07/2003,0300,24.0,76.5,, 994, 25, 2,D, ,,
3,BOB,,27/08/2003,1200,20.5,88.5,1.5, 996, 25, 4,D, ,,
3,BOB,,28/08/2003,0300,21.0,85.5,, 996, 25, 4,D, ,,
3,BOB,,28/08/2003,1200,21.0,85.5,, 996, 25, 4,D, ,,
4,BOB,,06/10/2003,0300,16.5,84.0,1.5, 998, 25, 4,D, ,,
4,BOB,,06/10/2003,0900,17.0,84.0,1.5, 998, 25, 4,D, ,,
4,BOB,,06/10/2003,1200,17.5,84.0,1.5, 998, 25, 4,D, ,,
4,BOB,,07/10/2003,0300,19.0,83.0,, 998, 25, 4,D, ,,
4,BOB,,07/10/2003,1200,19.0,83.0,, 998, 25, 4,D, ,,
4,BOB,,08/10/2003,0300,21.0,82.5,, 998, 25, 4,D, ,,
4,BOB,,08/10/2003,1200,21.5,84.5,,1000, 25, 4,D, ,,
4,BOB,,09/10/2003,0300,23.5,86.0,,1000, 25, 4,D, ,,
4,BOB,,09/10/2003,1200,25.0,87.0,,1000, 25, 4,D, ,,
5,BOB,,26/10/2003,1200,13.5,93.5,1.5,1004, 25,,D, ,,
5,BOB,,27/10/2003,0300,14.0,90.5,2.0,1004, 30, 4,DD, ,,
5,BOB,,27/10/2003,1200,14.5,89.0,2.0,1006, 30, 4,DD, ,,
5,BOB,,28/10/2003,0300,16.5,84.5,2.0,1004, 30, 4,DD, ,,
5,BOB,,28/10/2003,0900,17.8,83.5,1.5,1006, 25,,D, ,,
6,ARB,ARB 01_2003,12/11/2003,0300, 6.5,61.5,1.5,1002, 25, 2,D, ,,
6,ARB,ARB 01_2003,12/11/2003,1200, 6.5,59.5,2.0,1000, 30, 4,DD, ,,
6,ARB,ARB 01_2003,12/11/2003,1800, 6.5,59.0,2.0, 998, 35, 6,CS, ,,
6,ARB,ARB 01_2003,13/11/2003,0000, 6.5,58.0,2.5, 998, 35, 6,CS, ,,
6,ARB,ARB 01_2003,13/11/2003,0300, 6.5,58.0,2.5, 998, 35, 6,CS, ,,
6,ARB,ARB 01_2003,13/11/2003,0600, 6.5,58.0,3.5, 994, 55,14,SCS, ,,
6,ARB,ARB 01_2003,13/11/2003,0900, 6.2,57.7,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,13/11/2003,1200, 6.0,57.5,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,13/11/2003,1500, 6.0,57.0,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,13/11/2003,1800, 6.0,57.0,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,13/11/2003,2100, 6.0,57.0,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,14/11/2003,0000, 6.0,56.5,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,14/11/2003,0300, 6.0,56.5,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,14/11/2003,0600, 5.5,55.5,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,14/11/2003,0900, 5.5,55.0,3.5, 990, 55,14,SCS, ,,
6,ARB,ARB 01_2003,14/11/2003,1200, 5.5,54.5,2.5, 994, 45, 6,CS, ,,
6,ARB,ARB 01_2003,14/11/2003,1500, 5.5,54.5,2.5, 994, 35, 6,CS, ,,
6,ARB,ARB 01_2003,14/11/2003,1800, 5.5,52.0,2.5, 996, 30, 4,DD, ,,
6,ARB,ARB 01_2003,14/11/2003,2100, 5.5,51.5,2.5, 996, 30, 4,DD, ,,
6,ARB,ARB 01_2003,15/11/2003,0000, 5.5,51.0,2.0, 998, 30, 4,DD, ,,
6,ARB,ARB 01_2003,15/11/2003,0300, 5.5,51.0,1.5,1000, 25, 2,D, ,,
6,ARB,ARB 01_2003,15/11/2003,1200, 5.5,50.5,1.5,1000, 25, 2,D, ,,
7,BOB,BOB 02_2003,11/12/2003,1200, 4.5,90.5,1.5,1004, 25, 2,D, ,,
7,BOB,BOB 02_2003,12/12/2003,0300, 6.0,89.0,1.5,1006, 25, 2,D, ,,
7,BOB,BOB 02_2003,12/12/2003,1200, 7.5,88.0,1.5,1004, 25, 2,D, ,,
7,BOB,BOB 02_2003,13/12/2003,0300, 9.0,87.5,2.0,1004, 30, 4,DD, ,,
7,BOB,BOB 02_2003,13/12/2003,1200, 9.5,87.0,2.5,1002, 35, 6,CS, ,,
7,BOB,BOB 02_2003,13/12/2003,1500,10.0,87.0,2.5,1002, 35, 6,CS, ,,
7,BOB,BOB 02_2003,13/12/2003,1800,10.0,87.0,2.5,1002, 35, 6,CS, ,,
7,BOB,BOB 02_2003,13/12/2003,2100,10.5,86.5,2.5,1000, 35, 6,CS, ,,
7,BOB,BOB 02_2003,14/12/2003,0000,10.5,86.0,2.5, 998, 35, 6,CS, ,,
7,BOB,BOB 02_2003,14/12/2003,0300,11.0,85.0,3.0, 998, 45,10,CS, ,,
7,BOB,BOB 02_2003,14/12/2003,0600,11.0,85.0,3.0, 996, 45,10,CS, ,,
7,BOB,BOB 02_2003,14/12/2003,0900,11.5,84.5,3.0, 994, 45,10,CS, ,,
7,BOB,BOB 02_2003,14/12/2003,1200,12.0,83.5,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,14/12/2003,1500,12.5,83.0,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,14/12/2003,1800,12.8,82.5,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,14/12/2003,2100,13.4,82.2,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,0000,13.8,81.7,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,0300,14.0,81.5,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,0600,14.3,81.5,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,0900,15.0,81.0,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,1200,15.5,81.0,3.5, 990, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,1500,15.8,81.0,3.5, 992, 55,14,SCS, ,,
7,BOB,BOB 02_2003,15/12/2003,1800,16.0,81.0,3.5, 992, 55,14,SCS, ,,
