Serial Number of system during year,Basin of origin,Name,Date,Time,lat,lon,"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",windspeed,"Pressure Drop(hPa)[or""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),
5,BOB,PHAILIN,12/10/2013,1200,18.7,85.2,6.0,940,115,66,ESCS,,,
5,BOB,PHAILIN,12/10/2013,1500,19.1,85.2,6.0,940,115,66,ESCS,,,
5,BOB,PHAILIN,12/10/2013,1800,19.5,84.8,,956,100,50,ESCS,,,
5,BOB,PHAILIN,12/10/2013,2100,20.0,84.5,,966,90,40,ESCS,,,
5,BOB,PHAILIN,13/10/2013,0000,20.5,84.5,,976,75,30,VSCS,,,
5,BOB,PHAILIN,13/10/2013,0300,21.0,84.0,,990,55,15,SCS,,,
5,BOB,PHAILIN,13/10/2013,0600,21.5,84.0,,992,40,13,CS,,,
5,BOB,PHAILIN,13/10/2013,0900,21.8,83.8,,993,35,12,CS,,,
5,BOB,PHAILIN,13/10/2013,1200,22.5,83.8,,994,35,10,CS,,,
5,BOB,PHAILIN,13/10/2013,1800,23.0,83.5,,996,30,6,DD,,,
5,BOB,PHAILIN,14/10/2013,0000,23.5,84.0,,1000,30,5,DD,,,
5,BOB,PHAILIN,14/10/2013,0300,24.0,84.1,,1002,25,4,D,,,
5,BOB,PHAILIN,14/10/2013,0600,24.5,84.2,,1004,25,3,D,,,
6,AS,,08/11/2013,0600,8.0,56.5,1.5,1006,25,3,D,,,
6,AS,,08/11/2013,1200,8.0,55,1.5,1004,25,3,D,,,
6,AS,,08/11/2013,1800,8.0,54,1.5,1004,25,3,D,,,
6,AS,,09/11/2013,0000,8.0,53,2.0,1002,30,5,DD,,,
6,AS,,09/11/2013,0300,8.0,52.5,2.0,1002,30,5,DD,,,
6,AS,,09/11/2013,0600,8.0,52.5,2.0,1002,30,5,DD,,,
6,AS,,09/11/2013,1200,8.0,51.5,2.0,1002,30,5,DD,,,
6,AS,,09/11/2013,1800,8.0,51.5,2.0,1002,30,5,DD,,,
6,AS,,10/11/2013,0000,8.0,51.5,2.0,1002,30,5,DD,,,
6,AS,,10/11/2013,0300,8.0,51.5,2.0,1002,30,5,DD,,,
6,AS,,10/11/2013,0600,8.0,51,2.0,1002,30,5,DD,,,
6,AS,,10/11/2013,1200,8.0,51,2.0,1002,30,5,DD,,,
6,AS,,10/11/2013,1800,8.1,50.5,2.0,1002,30,5,DD,,,
6,AS,,11/11/2013,0000,8.2,50,,1002,30,5,DD,,,
6,AS,,11/11/2013,0300,8.4,49.6,,1002,30,5,DD,,,
6,AS,,11/11/2013,0600,8.7,49.3,,1004,25,3,D,,,
7,BOB,,13/11/2013,0000,11.5,86.5,1.5,1004,25,3,D,,,
7,BOB,,13/11/2013,0300,11.5,86.0,1.5,1004,25,3,D,,,
7,BOB,,13/11/2013,0600,11.5,86.0,1.5,1004,25,3,D,,,
7,BOB,,13/11/2013,1200,11.5,86.0,1.5,1003,25,4,D,,,
7,BOB,,13/11/2013,1800,11.5,85.5,1.5,1003,25,4,D,,,
7,BOB,,14/11/2013,0000,11.5,85.0,1.5,1003,25,4,D,,,
7,BOB,,14/11/2013,0300,11.5,85.0,1.5,1003,25,4,D,,,
7,BOB,,14/11/2013,0600,11.5,85.0,1.5,1003,25,4,D,,,
7,BOB,,14/11/2013,1200,10.5,84.5,1.5,1003,25,4,D,,,
7,BOB,,14/11/2013,1800,10.5,84.5,1.5,1003,25,4,D,,,
7,BOB,,15/11/2013,0000,10.0,84.0,1.5,1003,25,4,D,,,
7,BOB,,15/11/2013,0300,9.5,83.5,1.5,1003,25,4,D,,,
7,BOB,,15/11/2013,0600,9.5,83.5,1.5,1003,25,4,D,,,
7,BOB,,15/11/2013,1200,9.5,83.0,1.5,1003,25,4,D,,,
7,BOB,,15/11/2013,1800,10.0,82.0,1.5,1003,25,4,D,,,
7,BOB,,16/11/2013,0000,10.5,81.5,1.5,1003,25,4,D,,,
7,BOB,,16/11/2013,0300,11.0,80.5,1.5,1003,25,4,D,,,
7,BOB,,16/11/2013,0600,11.0,80.0,1.5,1003,25,4,D,,,
7,BOB,,16/11/2013,0900,11.0,79.5,,1004,25,4,D,,,
7,BOB,,16/11/2013,1200,11.0,79.0,,,25,3,D,,,
7,BOB,,16/11/2013,1800,11.0,78.0,,,25,,D,,,
8,BOB,HELEN,19/11/2013,0000,14.5,86.5,1.5,1004,25,3,D,,,
8,BOB,HELEN,19/11/2013,0300,14.5,86.0,1.5,1004,25,3,D,,,
8,BOB,HELEN,19/11/2013,0600,14.5,85.5,1.5,1004,25,3,D,,,
8,BOB,HELEN,19/11/2013,1200,15.0,85.0,1.5,1004,25,3,D,,,
8,BOB,HELEN,19/11/2013,1500,15.0,85.0,2.0,1002,30,5,DD,,,
8,BOB,HELEN,19/11/2013,1800,15.0,84.5,2.0,1002,30,5,DD,,,
8,BOB,HELEN,20/11/2013,0000,15.0,84.0,2.0,1002,30,5,DD,,,
8,BOB,HELEN,20/11/2013,0300,15.0,84.0,2.5,1000,35,8,CS,,,
8,BOB,HELEN,20/11/2013,0600,15.2,84.0,2.5,1000,40,8,CS,,,
8,BOB,HELEN,20/11/2013,0900,15.2,84.0,2.5,1000,40,8,CS,,,
8,BOB,HELEN,20/11/2013,1200,15.3,83.9,3.0,998,45,10,CS,,,
8,BOB,HELEN,20/11/2013,1500,15.3,83.9,3.0,998,45,10,CS,,,
8,BOB,HELEN,20/11/2013,1800,15.4,83.7,3.0,996,45,10,CS,,,
8,BOB,HELEN,20/11/2013,2100,15.5,83.6,3.0,996,45,10,CS,,,
8,BOB,HELEN,21/11/2013,0000,15.6,83.5,3.0,994,50,15,SCS,,,
8,BOB,HELEN,21/11/2013,0300,15.8,83.4,3.0,992,50,17,SCS,,,
8,BOB,HELEN,21/11/2013,0600,15.9,83.3,3.5,990,55,17,SCS,,,
8,BOB,HELEN,21/11/2013,0900,16.0,83.1,3.5,990,55,17,SCS,,,
8,BOB,HELEN,21/11/2013,1200,16.1,82.9,3.5,990,55,17,SCS,,,
8,BOB,HELEN,21/11/2013,1500,16.1,82.7,3.5,990,55,17,SCS,,,
8,BOB,HELEN,21/11/2013,1800,16.2,82.7,3.5,990,55,17,SCS,,,
8,BOB,HELEN,21/11/2013,2100,16.2,82.3,3.5,990,55,17,SCS,,,
8,BOB,HELEN,22/11/2013,0000,16.2,81.9,3.5,990,55,17,SCS,,,
8,BOB,HELEN,22/11/2013,0300,16.2,81.7,3.5,990,55,17,SCS,,,
8,BOB,HELEN,22/11/2013,0600,16.2,81.3,3.5,990,55,17,SCS,,,
8,BOB,HELEN,22/11/2013,0900,16.1,81.2,,1000,40,8,CS,,,
8,BOB,HELEN,22/11/2013,1200,15.9,80.7,,1002,30,5,DD,,,
8,BOB,HELEN,22/11/2013,1800,15.9,80.4,,1004,25,3,D,,,
9,BOB,LEHAR,23/11/2013,1200,8.5,96.5,1.5,1004,25,3,D,,,
9,BOB,LEHAR,23/11/2013,1800,9.0,96,2.0,1002,30,5,DD,,,
9,BOB,LEHAR,24/11/2013,0000,10.0,95,2.5,999,35,7,CS,,,
9,BOB,LEHAR,24/11/2013,0300,10.0,95,2.5,998,40,8,CS,,,
9,BOB,LEHAR,24/11/2013,0600,10.5,94.5,2.5,998,40,8,CS,,,
9,BOB,LEHAR,24/11/2013,0900,10.7,94,3.0,996,45,10,CS,,,
9,BOB,LEHAR,24/11/2013,1200,11.0,93.5,3.0,996,45,10,CS,,,
9,BOB,LEHAR,24/11/2013,1500,11.0,93.5,3.0,996,45,10,CS,,,
9,BOB,LEHAR,24/11/2013,1800,11.5,93,3.0,996,45,10,CS,,,
9,BOB,LEHAR,24/11/2013,2100,11.5,92.5,3.0,996,45,12,CS,,,
9,BOB,LEHAR,25/11/2013,0000,12.0,92.5,3.5,992,55,15,SCS,,,
9,BOB,LEHAR,25/11/2013,0600,12.0,91.5,3.5,988,55,17,SCS,,,
9,BOB,LEHAR,25/11/2013,0900,12.0,91.5,3.5,988,60,17,SCS,,,
9,BOB,LEHAR,25/11/2013,1200,12.5,91.5,3.5,988,60,17,SCS,,,
9,BOB,LEHAR,25/11/2013,1500,12.5,91,3.5,988,60,17,SCS,,,
9,BOB,LEHAR,25/11/2013,1800,12.5,91,3.5,988,55,17,SCS,,,
9,BOB,LEHAR,25/11/2013,2100,12.5,91,4.0,984,65,22,VSCS,,,
9,BOB,LEHAR,26/11/2013,0000,12.5,90.5,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,0300,12.5,90,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,0600,12.5,89.5,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,0900,13.0,89,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,1200,13.0,88.5,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,1500,13.0,88.5,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,26/11/2013,1800,13.1,88,4.0,980,75,26,VSCS,,,
9,BOB,LEHAR,26/11/2013,2100,13.2,87.5,4.0,980,75,26,VSCS,,,
9,BOB,LEHAR,27/11/2013,0000,13.5,87,4.0,980,75,26,VSCS,,,
9,BOB,LEHAR,27/11/2013,0300,13.5,86.5,4.0,980,75,26,VSCS,,,
9,BOB,LEHAR,27/11/2013,0600,14.0,86,4.0,982,70,24,VSCS,,,
9,BOB,LEHAR,27/11/2013,0900,14.0,85.5,4.0,984,65,22,VSCS,,,
9,BOB,LEHAR,27/11/2013,1200,14.5,85,3.5,988,55,17,SCS,,,
9,BOB,LEHAR,27/11/2013,1500,14.5,84.5,3.5,988,55,17,SCS,,,
9,BOB,LEHAR,27/11/2013,1800,15.0,84,3.0,996,45,10,CS,,,
9,BOB,LEHAR,27/11/2013,2100,15.0,83.5,2.5,998,40,8,CS,,,
9,BOB,LEHAR,28/11/2013,0000,15.5,82,2.0,1000,30,5,DD,,,
9,BOB,LEHAR,28/11/2013,0300,15.7,81.7,2.0,1000,30,5,DD,,,
9,BOB,LEHAR,28/11/2013,0600,15.7,81.3,2.0,1000,30,5,DD,,,
9,BOB,LEHAR,28/11/2013,0900,15.9,81,,1002,25,4,D,,,
9,BOB,LEHAR,28/11/2013,1200,16.0,80.8,,1004,20,3,D,,,
10,BOB,MADI,06/12/2013,0300,10.0,84,1.5,1004,25,3,D,,,
10,BOB,MADI,06/12/2013,0600,10.0,84,1.5,1004,25,3,D,,,
10,BOB,MADI,06/12/2013,1200,10.2,84,1.5,1004,25,3,D,,,
10,BOB,MADI,06/12/2013,1800,10.4,84,2.0,1002,30,5,DD,,,
10,BOB,MADI,07/12/2013,0000,10.5,84.1,2.5,998,35,7,CS,,,
10,BOB,MADI,07/12/2013,0300,10.5,84.1,2.5,998,35,7,CS,,,
10,BOB,MADI,07/12/2013,0600,10.7,84.2,3.0,996,45,10,CS,,,
10,BOB,MADI,07/12/2013,0900,10.8,84.3,3.5,992,55,14,SCS,,,
10,BOB,MADI,07/12/2013,1200,11.0,84.4,3.5,992,55,14,SCS,,,
10,BOB,MADI,07/12/2013,1500,11.0,84.5,3.5,992,55,14,SCS,,,
10,BOB,MADI,07/12/2013,1800,11.2,84.5,3.5,990,55,16,SCS,,,
10,BOB,MADI,07/12/2013,2100,11.5,84.6,3.5,990,55,16,SCS,,,
10,BOB,MADI,08/12/2013,0000,11.8,84.6,3.5,988,60,18,SCS,,,
10,BOB,MADI,08/12/2013,0300,12.0,84.6,3.5,988,60,18,SCS,,,
10,BOB,MADI,08/12/2013,0600,12.3,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,08/12/2013,0900,12.6,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,08/12/2013,1200,13.0,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,08/12/2013,1500,13.2,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,08/12/2013,1800,13.4,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,08/12/2013,2100,13.6,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,09/12/2013,0000,13.8,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,09/12/2013,0300,14.0,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,09/12/2013,0600,14.3,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,09/12/2013,0900,14.4,84.7,4.0,986,65,20,VSCS,,,
10,BOB,MADI,09/12/2013,1200,14.6,84.7,3.5,988,60,18,SCS,,,
10,BOB,MADI,09/12/2013,1500,14.7,84.7,3.5,988,60,18,SCS,,,
10,BOB,MADI,09/12/2013,1800,14.8,84.8,3.5,988,60,18,SCS,,,
10,BOB,MADI,09/12/2013,2100,14.8,84.8,3.5,988,60,16,SCS,,,
10,BOB,MADI,10/12/2013,0000,15.0,85,3.5,988,60,16,SCS,,,
10,BOB,MADI,10/12/2013,0300,15.3,85.3,4.0,988,65,16,VSCS,,,
10,BOB,MADI,10/12/2013,0600,15.4,85.3,4.0,988,65,16,VSCS,,,
10,BOB,MADI,10/12/2013,0900,15.7,85.3,4.0,988,65,16,VSCS,,,
10,BOB,MADI,10/12/2013,1200,15.4,85,3.5,990,55,14,SCS,,,
10,BOB,MADI,10/12/2013,1500,15.1,84.8,3.5,990,55,14,SCS,,,
10,BOB,MADI,10/12/2013,1800,14.9,84.7,3.5,992,50,12,SCS,,,
10,BOB,MADI,10/12/2013,2100,14.6,84.6,3.0,994,45,10,CS,,,
10,BOB,MADI,11/12/2013,0000,14.3,84.2,3.0,996,40,8,CS,,,
10,BOB,MADI,11/12/2013,0300,14.0,83.8,2.0,998,30,6,DD,,,
10,BOB,MADI,11/12/2013,0600,13.7,83.5,2.0,998,30,6,DD,,,
10,BOB,MADI,11/12/2013,0900,13.5,83.4,2.0,1000,30,5,DD,,,
10,BOB,MADI,11/12/2013,1200,13.3,83.3,2.0,1000,30,5,DD,,,
10,BOB,MADI,11/12/2013,1800,12.9,82.7,1.5,1000,25,4,D,,,
10,BOB,MADI,12/12/2013,0000,12.5,82,1.5,1000,25,3,D,,,
10,BOB,MADI,12/12/2013,0300,12.0,81.5,1.5,1000,25,3,D,,,
10,BOB,MADI,12/12/2013,0600,11.5,81.2,1.5,1000,25,3,D,,,
10,BOB,MADI,12/12/2013,0900,11.0,80.7,1.5,1000,25,3,D,,,
10,BOB,MADI,12/12/2013,1200,10.5,80,1.5,1000,25,3,D,,,
10,BOB,MADI,12/12/2013,1800,10.0,78.8,,1004,20,3,D,,,
1,BOB,,04/01/2014,0300,8.5,83.5,1.5,1006,25,3,D,,,
1,BOB,,04/01/2014,0600,9.0,83.0,1.5,1006,25,3,D,,,
1,BOB,,04/01/2014,1200,9.0,83.0,1.5,1006,25,3,D,,,
1,BOB,,04/01/2014,1800,9.2,82.5,1.5,1006,25,3,D,,,
1,BOB,,05/01/2014,0000,9.3,82.0,1.5,1006,25,3,D,,,
1,BOB,,05/01/2014,0300,9.3,82.0,1.5,1006,25,3,D,,,
1,BOB,,05/01/2014,0600,9.3,81.8,1.5,1006,25,3,D,,,
1,BOB,,05/01/2014,1200,9.3,81.5,1.5,1004,25,4,D,,,
1,BOB,,05/01/2014,1800,9.3,81.3,1.5,1004,25,4,D,,,
1,BOB,,06/01/2014,0000,9.3,81.3,1.5,1004,25,4,D,,,
1,BOB,,06/01/2014,0300,9.4,81.0,1.5,1006,25,4,D,,,
1,BOB,,06/01/2014,1200,8.8,80.6,,1006,25,3,D,,,
1,BOB,,07/01/2014,0000,8.0,80.0,,1006,25,3,D,,,
2,BOB,,21/05/2014,0300,15.5,90.5,1.5,1004,25,3,D,,,
2,BOB,,21/05/2014,0600,16.0,90.5,1.5,1004,25,3,D,,,
2,BOB,,21/05/2014,1200,16.5,91.0,1.5,1002,25,4,D,,,
2,BOB,,21/05/2014,1800,16.5,91.0,1.5,1002,25,3,D,,,
2,BOB,,22/05/2014,0000,16.5,92.0,1.5,1000,25,3,D,,,
2,BOB,,22/05/2014,0300,16.5,92.0,1.5,1000,25,3,D,,,
2,BOB,,22/05/2014,0600,17.0,92.5,1.5,1000,25,3,D,,,
2,BOB,,22/05/2014,1200,17.5,92.0,1.5,1000,25,4,D,,,
2,BOB,,22/05/2014,1800,17.5,92.0,1.5,1000,25,4,D,,,
2,BOB,,23/05/2014,0000,17.0,91.0,1.5,1000,25,4,D,,,
3,AS,NANAUK,10/06/2014,0900,15.5,68.5,1.5,998,25,3,D,,,
3,AS,NANAUK,10/06/2014,1200,16.0,68.0,1.5,996,25,3,D,,,
3,AS,NANAUK,10/06/2014,1800,16.5,67.5,2.0,994,30,5,DD,,,
3,AS,NANAUK,11/06/2014,0000,16.5,67.2,2.5,992,35,8,CS,,,
3,AS,NANAUK,11/06/2014,0300,16.7,67.0,2.5,992,35,8,CS,,,
3,AS,NANAUK,11/06/2014,0600,16.9,66.7,3.0,990,45,10,CS,,,
3,AS,NANAUK,11/06/2014,0900,17.0,66.5,3.0,990,45,10,CS,,,
3,AS,NANAUK,11/06/2014,1200,17.3,66.2,3.0,988,45,10,CS,,,
3,AS,NANAUK,11/06/2014,1500,17.5,66.0,3.0,988,45,10,CS,,,
3,AS,NANAUK,11/06/2014,1800,17.5,65.8,3.0,988,45,10,CS,,,
3,AS,NANAUK,11/06/2014,2100,17.5,65.7,3.0,988,45,10,CS,,,
3,AS,NANAUK,12/06/2014,0000,17.8,65.3,3.0,986,45,10,CS,,,
3,AS,NANAUK,12/06/2014,0300,18.0,65.0,3.0,986,45,10,CS,,,
3,AS,NANAUK,12/06/2014,0600,18.1,64.7,3.0,986,45,10,CS,,,
3,AS,NANAUK,12/06/2014,0900,18.3,64.3,3.0,988,45,10,CS,,,
3,AS,NANAUK,12/06/2014,1200,18.3,63.9,3.0,988,45,10,CS,,,
3,AS,NANAUK,12/06/2014,1500,18.3,63.6,3.0,988,45,10,CS,,,
3,AS,NANAUK,12/06/2014,1800,18.3,63.4,3.0,988,45,10,CS,,,
3,AS,NANAUK,12/06/2014,2100,18.4,63.3,3.0,988,45,10,CS,,,
3,AS,NANAUK,13/06/2014,0000,18.4,62.9,3.0,988,45,10,CS,,,
3,AS,NANAUK,13/06/2014,0300,18.7,62.7,3.0,990,45,10,CS,,,
3,AS,NANAUK,13/06/2014,0600,19.0,62.6,2.5,992,40,8,CS,,,
3,AS,NANAUK,13/06/2014,0900,19.5,62.5,2.0,994,30,5,DD,,,
3,AS,NANAUK,13/06/2014,1200,19.8,62.4,1.5,996,25,3,D,,,
3,AS,NANAUK,13/06/2014,1800,20.0,62.0,1.5,996,25,3,D,,,
3,AS,NANAUK,14/06/2014,0000,20.5,62.0,1.5,996,25,3,D,,,
4,LAND,,21/07/2014,0300,22.0,87.0,,988,25,4,D,,,
4,LAND,,21/07/2014,0600,22.2,86.4,,988,20,4,D,,,
4,LAND,,21/07/2014,1200,22.5,85.0,,988,20,4,D,,,
4,LAND,,21/07/2014,1800,22.5,84.0,,990,20,4,D,,,
4,LAND,,22/07/2014,0000,22.5,83.0,,990,20,4,D,,,
4,LAND,,22/07/2014,0300,22.5,82.5,,990,20,4,D,,,
4,LAND,,22/07/2014,0600,22.5,82.0,,990,20,4,D,,,
4,LAND,,22/07/2014,1200,22.5,81.0,,990,20,4,D,,,
4,LAND,,22/07/2014,1800,22.5,79.6,,992,20,3,D,,,
4,LAND,,23/07/2014,0000,22.5,78.2,,992,20,3,D,,,
4,LAND,,23/07/2014,0300,22.5,77.5,,992,20,3,D,,,
4,LAND,,23/07/2014,0600,22.5,77.0,,992,20,3,D,,,
5,BOB,,03/08/2014,1200,21.5,88.5,1.5,990,25,4,D,,,
5,BOB,,03/08/2014,1800,21.9,88.3,2.0,990,30,6,DD,,,
5,BOB,,04/08/2014,0300,22.5,87.2,,990,30,6,DD,,,
5,BOB,,04/08/2014,0600,22.5,86.5,,990,30,6,DD,,,
5,BOB,,04/08/2014,1200,22.2,86.1,,988,30,6,DD,,,
5,BOB,,04/08/2014,1800,22.2,86.1,,990,30,6,DD,,,
5,BOB,,05/08/2014,0000,22.0,83.5,,990,30,6,DD,,,
5,BOB,,05/08/2014,0300,22.2,83.5,,994,30,6,DD,,,
5,BOB,,05/08/2014,0600,22.9,83.0,,992,30,5,DD,,,
5,BOB,,05/08/2014,0900,23.5,82.5,,992,25,4,D,,,
5,BOB,,05/08/2014,1200,24.0,82.0,,992,25,4,D,,,
5,BOB,,05/08/2014,1800,24.2,81.3,,992,25,4,D,,,
5,BOB,,05/08/2014,0000,24.4,80.6,,992,25,4,D,,,
5,BOB,,06/08/2014,0300,24.5,80.2,,996,25,4,D,,,
5,BOB,,06/08/2014,0600,24.6,80.0,,994,25,4,D,,,
5,BOB,,06/08/2014,1200,25.0,79.5,,994,25,4,D,,,
5,BOB,,06/08/2014,1800,25.3,79.0,,994,25,4,D,,,
5,BOB,,06/08/2014,0000,25.5,78.5,,994,25,3,D,,,
6,BOB,HUDHUD,07/10/2014,0300,11.5,95.0,1.5,1004,25,3,D,,,
6,BOB,HUDHUD,07/10/2014,0600,11.7,94.8,1.5,1004,25,3,D,,,
6,BOB,HUDHUD,07/10/2014,1200,12.0,94.0,2.0,1000,30,5,DD,,,
6,BOB,HUDHUD,07/10/2014,1800,12.0,93.5,2.0,1000,30,5,DD,,,
6,BOB,HUDHUD,08/10/2014,0000,12.2,93.0,2.0,1000,30,5,DD,,,
6,BOB,HUDHUD,08/10/2014,0300,12.3,92.9,2.5,998,35,7,CS,,,
6,BOB,HUDHUD,08/10/2014,0600,12.5,92.5,2.5,996,40,8,CS,,,
6,BOB,HUDHUD,08/10/2014,0900,12.7,91.7,2.5,996,40,8,CS,,,
6,BOB,HUDHUD,08/10/2014,1200,12.8,91.0,2.5,996,40,8,CS,,,
6,BOB,HUDHUD,08/10/2014,1500,13.0,90.5,2.5,996,40,8,CS,,,
6,BOB,HUDHUD,08/10/2014,1800,13.2,90.2,3.0,994,45,9,CS,,,
6,BOB,HUDHUD,08/10/2014,2100,13.5,89.6,3.0,992,45,10,CS,,,
6,BOB,HUDHUD,09/10/2014,0000,13.7,89.2,3.0,990,45,12,CS,,,
6,BOB,HUDHUD,09/10/2014,0300,13.8,89.0,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,0600,13.9,88.8,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,0900,14.6,88.6,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,1200,14.1,88.4,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,1500,14.1,88.1,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,1800,14.1,87.9,3.5,988,55,16,SCS,,,
6,BOB,HUDHUD,09/10/2014,2100,14.3,87.7,3.5,988,60,16,SCS,,,
6,BOB,HUDHUD,10/10/2014,0000,14.4,87.6,3.5,988,60,16,SCS,,,
6,BOB,HUDHUD,10/10/2014,0300,14.7,87.2,3.5,988,60,16,SCS,,,
6,BOB,HUDHUD,10/10/2014,0600,14.8,87.0,3.5,986,60,18,SCS,,,
6,BOB,HUDHUD,10/10/2014,0900,15.0,86.8,4.0,984,65,22,VSCS,,,
6,BOB,HUDHUD,10/10/2014,1200,15.2,86.7,4.0,982,70,26,VSCS,,,
6,BOB,HUDHUD,10/10/2014,1500,15.4,86.5,4.0,980,75,28,VSCS,,,
6,BOB,HUDHUD,10/10/2014,1800,15.5,86.4,4.0,978,75,30,VSCS,,,
6,BOB,HUDHUD,10/10/2014,2100,15.7,86.1,4.0,974,75,30,VSCS,,,
6,BOB,HUDHUD,11/10/2014,0000,15.9,85.7,4.0,970,75,30,VSCS,,,
6,BOB,HUDHUD,11/10/2014,0300,16.0,85.4,4.5,968,80,34,VSCS,,,
6,BOB,HUDHUD,11/10/2014,0600,16.1,85.1,5.0,966,90,40,ESCS,,,
6,BOB,HUDHUD,11/10/2014,0900,16.1,85.0,5.0,964,90,42,ESCS,,,
6,BOB,HUDHUD,11/10/2014,1200,16.2,84.8,5.0,962,95,44,ESCS,,,
6,BOB,HUDHUD,11/10/2014,1500,16.2,84.8,5.0,960,95,46,ESCS,,,
6,BOB,HUDHUD,11/10/2014,1800,16.4,84.7,5.0,954,100,50,ESCS,,,
6,BOB,HUDHUD,11/10/2014,2100,16.7,84.4,5.0,952,100,52,ESCS,,,
6,BOB,HUDHUD,12/10/2014,0000,17.2,84.2,5.0,950,100,54,ESCS,,,
6,BOB,HUDHUD,12/10/2014,0300,17.4,83.8,5.0,950,100,54,ESCS,,,
6,BOB,HUDHUD,12/10/2014,0600,17.6,83.4,5.0,950,100,54,ESCS,,,
6,BOB,HUDHUD,12/10/2014,0900,17.8,83.0,,960,90,42,ESCS,,,
6,BOB,HUDHUD,12/10/2014,1200,18.0,82.7,,982,60,20,SCS,,,
6,BOB,HUDHUD,12/10/2014,1500,18.3,82.5,,986,45,15,CS,,,
6,BOB,HUDHUD,12/10/2014,1800,18.7,82.3,,987,40,14,CS,,,
6,BOB,HUDHUD,12/10/2014,2100,18.7,82.3,,988,40,13,DD,,,
6,BOB,HUDHUD,13/10/2014,0000,19.5,81.5,,994,30,8,DD,,,
6,BOB,HUDHUD,13/10/2014,0300,20.5,81.5,,996,30,6,DD,,,
6,BOB,HUDHUD,13/10/2014,0600,20.7,81.5,,998,30,5,D,,,
6,BOB,HUDHUD,13/10/2014,1200,21.3,81.5,,998,25,4,D,,,
6,BOB,HUDHUD,13/10/2014,1800,22.3,81.5,,1000,25,4,D,,,
6,BOB,HUDHUD,14/10/2014,0000,24.8,81.5,,1000,25,4,D,,,
6,BOB,HUDHUD,14/10/2014,0300,25.1,81.6,,1000,20,3,D,,,
6,BOB,HUDHUD,14/10/2014,0600,25.6,81.7,,1000,20,3,D,,,
6,BOB,HUDHUD,14/10/2014,0900,26.3,81.8,,1000,20,3,D,,,
7,AS,NILOFAR,25/10/2014,0000,12.5,61.5,1.5,1004,25,3,D,,,
7,AS,NILOFAR,25/10/2014,0300,12.5,61.5,1.5,1004,25,3,D,,,
7,AS,NILOFAR,25/10/2014,0600,12.5,61.5,1.5,1004,25,3,D,,,
7,AS,NILOFAR,25/10/2014,1200,13.0,61.0,1.5,1003,25,3,D,,,
7,AS,NILOFAR,25/10/2014,1800,13.0,61.0,1.5,1003,25,3,D,,,
7,AS,NILOFAR,26/10/2014,0000,14.0,62.0,1.5,1002,25,4,D,,,
7,AS,NILOFAR,26/10/2014,0300,14.0,62.0,2.0,999,30,5,DD,,,
7,AS,NILOFAR,26/10/2014,0600,14.1,62.0,2.5,998,35,6,CS,,,
7,AS,NILOFAR,26/10/2014,0900,14.1,62.0,2.5,996,35,7,CS,,,
7,AS,NILOFAR,26/10/2014,1200,14.2,62.0,2.5,994,40,8,CS,,,
7,AS,NILOFAR,26/10/2014,1500,14.3,62.0,3.0,994,40,8,CS,,,
7,AS,NILOFAR,26/10/2014,1800,14.4,62.0,3.0,994,45,10,CS,,,
7,AS,NILOFAR,26/10/2014,2100,14.5,62.0,3.0,994,50,12,SCS,,,
7,AS,NILOFAR,27/10/2014,0000,14.8,62.0,3.5,990,55,16,SCS,,,
7,AS,NILOFAR,27/10/2014,0300,14.9,62.0,3.5,990,60,18,SCS,,,
7,AS,NILOFAR,27/10/2014,0600,14.9,62.0,4.0,986,65,20,VSCS,,,
7,AS,NILOFAR,27/10/2014,0900,14.9,62.0,4.0,984,65,22,VSCS,,,
7,AS,NILOFAR,27/10/2014,1200,15.0,62.0,4.0,982,70,24,VSCS,,,
7,AS,NILOFAR,27/10/2014,1500,15.1,62.0,4.0,981,70,25,VSCS,,,
